country,scenario,rank,annualized_infant_cases_per_100k,relative_reduction_infant_cases,within_10_percent_of_best
Australia,combined_strategy,1.0,956.7872928232068,0.6001504118778658,True
Australia,next_generation_vaccine,2.0,1094.2134738352688,0.5427188360812553,False
Australia,resistance_guided_treatment,3.0,1984.2036576153575,0.1707843305099933,False
Australia,maternal_immunization,4.0,2084.5501408320392,0.1288486777515705,False
Australia,pregnancy_tdap_scaleup,5.0,2167.2390639462674,0.0942922703114488,False
Australia,cocooning_adjunct,6.0,2302.679625378966,0.0376905019311041,False
Australia,targeted_pep_high_risk,7.0,2331.2992616256943,0.0257301103877121,False
Australia,current,8.0,2392.8680214438573,0.0,False
Australia,adolescent_booster,9.0,2393.325937027416,-0.0001913666795727,False
Australia,higher_child_coverage,10.0,2397.8937103301023,-0.002100278337388,False
Brazil,combined_strategy,1.0,0.2980496196808825,0.9851922504215496,True
Brazil,next_generation_vaccine,2.0,0.3461863744826265,0.9828007123164448,False
Brazil,maternal_immunization,3.0,2.7326356881452667,0.8642367501449555,False
Brazil,cocooning_adjunct,4.0,3.0672465194015017,0.8476125605810306,False
Brazil,adolescent_booster,5.0,4.297724438429465,0.7864797566911934,False
Brazil,resistance_guided_treatment,6.0,8.446573936330209,0.5803559428351219,False
Brazil,pregnancy_tdap_scaleup,7.0,17.666957544586666,0.1222673480280549,False
Brazil,targeted_pep_high_risk,8.0,18.275433747025435,0.0920369353681683,False
Brazil,current,9.0,20.12794841275923,0.0,False
Brazil,higher_child_coverage,10.0,23.085307755533616,-0.1469280063464719,False
China,combined_strategy,1.0,0.7433522860731316,0.9972858889351144,True
China,next_generation_vaccine,2.0,1.5677881818272372,0.9942757272400324,False
China,maternal_immunization,3.0,131.15112733559263,0.5211439701106493,False
China,resistance_guided_treatment,4.0,138.93854449656334,0.4927107276092475,False
China,cocooning_adjunct,5.0,153.05189227792113,0.4411803912525596,False
China,adolescent_booster,6.0,211.7533489163725,0.226850962246309,False
China,pregnancy_tdap_scaleup,7.0,235.13271090519456,0.1414887652278152,False
China,current,8.0,273.8842553083419,0.0,False
China,targeted_pep_high_risk,9.0,274.9728071757782,-0.0039744968708397,False
China,higher_child_coverage,10.0,277.350922307255,-0.0126574139120132,False
Japan,combined_strategy,1.0,2.7826355064963826,0.9936093678399852,True
Japan,next_generation_vaccine,2.0,86.7804496121183,0.8006990383778351,False
Japan,maternal_immunization,3.0,266.35356090096496,0.3882894017484268,False
Japan,resistance_guided_treatment,4.0,296.9875827842281,0.3179349599291364,False
Japan,cocooning_adjunct,5.0,307.8375364413079,0.2930168349835411,False
Japan,pregnancy_tdap_scaleup,6.0,377.6829566639696,0.132609053277486,False
Japan,adolescent_booster,7.0,418.385549383122,0.0391310178469511,False
Japan,targeted_pep_high_risk,8.0,425.6120384552452,0.0225345807849012,False
Japan,current,9.0,435.42413909926825,0.0,False
Japan,higher_child_coverage,10.0,437.1159924904739,-0.0038855290702248,False
New_Zealand,combined_strategy,1.0,457.2817951652541,0.6999141527128582,True
New_Zealand,next_generation_vaccine,2.0,527.7372686038192,0.6536785695930446,False
New_Zealand,resistance_guided_treatment,3.0,1207.7648803723057,0.2074183770686489,False
New_Zealand,maternal_immunization,4.0,1268.8087692318331,0.1673590369481421,False
New_Zealand,pregnancy_tdap_scaleup,5.0,1372.6546943704222,0.0992113603432238,False
New_Zealand,targeted_pep_high_risk,6.0,1391.3027763467735,0.086973773549103,False
New_Zealand,cocooning_adjunct,7.0,1408.3108035618357,0.075812454422896,False
New_Zealand,current,8.0,1523.8365949471704,0.0,False
New_Zealand,adolescent_booster,9.0,1528.1061224815942,-0.0028018298621252,False
New_Zealand,higher_child_coverage,10.0,1537.9200063967437,-0.0092420766341059,False
South_Africa,combined_strategy,1.0,0.2470587573372065,0.9947793475457232,True
South_Africa,next_generation_vaccine,2.0,0.2883261068802724,0.9939073181759508,False
South_Africa,adolescent_booster,3.0,6.210065841453401,0.8687737448652209,False
South_Africa,maternal_immunization,4.0,10.36623178991404,0.7809488962683667,False
South_Africa,cocooning_adjunct,5.0,12.721938993556932,0.7311699340711718,False
South_Africa,resistance_guided_treatment,6.0,20.611103823862877,0.5644622722408219,False
South_Africa,higher_child_coverage,7.0,24.320682077376,0.4860743651097505,False
South_Africa,pregnancy_tdap_scaleup,8.0,39.39324972311292,0.16757265271733,False
South_Africa,targeted_pep_high_risk,9.0,47.29965643476724,0.0005006488822967,False
South_Africa,current,10.0,47.3233488251206,0.0,False
Sweden,next_generation_vaccine,1.0,0.714159874803267,0.998253501974143,True
Sweden,combined_strategy,2.0,1.4560330447628247,0.9964392303051256,False
Sweden,resistance_guided_treatment,3.0,294.2132498362596,0.280493236541678,False
Sweden,maternal_immunization,4.0,295.7976967339659,0.2766184267823698,False
Sweden,cocooning_adjunct,5.0,329.98484484674765,0.1930127962554678,False
Sweden,pregnancy_tdap_scaleup,6.0,366.41106741861,0.1039314460115466,False
Sweden,targeted_pep_high_risk,7.0,405.3875596095019,0.008613339993629,False
Sweden,current,8.0,408.9096374585448,0.0,False
Sweden,adolescent_booster,9.0,409.1103192720833,-0.0004907731927699,False
Sweden,higher_child_coverage,10.0,412.7228208511245,-0.0093252473694913,False
Thailand,combined_strategy,1.0,0.3930703156865957,0.974740512283198,True
Thailand,next_generation_vaccine,2.0,0.5468171639900946,0.964860431142207,False
Thailand,maternal_immunization,3.0,2.6373431996857803,0.8305190307088974,False
Thailand,cocooning_adjunct,4.0,3.0887962927405987,0.8015077484004589,False
Thailand,adolescent_booster,5.0,4.611980165392658,0.7036248946937933,False
Thailand,resistance_guided_treatment,6.0,7.499841120719219,0.5180451516215638,False
Thailand,pregnancy_tdap_scaleup,7.0,12.969413045897126,0.1665594771194772,False
Thailand,targeted_pep_high_risk,8.0,14.538827757569733,0.0657057371321966,False
Thailand,current,9.0,15.561294058651807,0.0,False
Thailand,higher_child_coverage,10.0,16.914356248977924,-0.0869504922602955,False
United_Kingdom,combined_strategy,1.0,228.37447248420105,0.817957569162356,True
United_Kingdom,next_generation_vaccine,2.0,431.47363980353,0.6560626528082334,False
United_Kingdom,maternal_immunization,3.0,945.0164240729462,0.2467061427754648,False
United_Kingdom,resistance_guided_treatment,4.0,977.89563770103,0.2204973821523901,False
United_Kingdom,cocooning_adjunct,5.0,1052.8780839894462,0.1607271874334297,False
United_Kingdom,pregnancy_tdap_scaleup,6.0,1125.475076402328,0.102858490610417,False
United_Kingdom,targeted_pep_high_risk,7.0,1128.581690378982,0.1003821372952503,False
United_Kingdom,current,8.0,1254.512320627877,0.0,False
United_Kingdom,adolescent_booster,9.0,1263.6861990111145,-0.0073127048634735,False
United_Kingdom,higher_child_coverage,10.0,1275.26075419493,-0.0165390416896245,False
United_States,next_generation_vaccine,1.0,0.2566967839930802,0.991607813578272,True
United_States,combined_strategy,2.0,0.3219255418995243,0.9894752901920736,False
United_States,maternal_immunization,3.0,8.05231759443663,0.7367456294783592,False
United_States,cocooning_adjunct,4.0,9.368976189439252,0.6937001175530757,False
United_States,resistance_guided_treatment,5.0,14.877631079948626,0.5136056973280176,False
United_States,pregnancy_tdap_scaleup,6.0,26.79006331691796,0.1241526210276646,False
United_States,targeted_pep_high_risk,7.0,26.9090193707966,0.1202635933863036,False
United_States,current,8.0,30.587593148979558,0.0,False
United_States,adolescent_booster,9.0,31.587514854989596,-0.032690432115126,False
United_States,higher_child_coverage,10.0,32.40300918620631,-0.0593513866969566,False
