optimization_constraint,country,strategy,mean_absolute_regret_infant_cases_per_100k,maximum_absolute_regret_infant_cases_per_100k,probability_best_in_draw,probability_within_10_percent_of_best,median_infant_cases_per_100k,n_psa_samples,strategy_label
future_product_target,Australia,next_generation_vaccine,65.47226345158856,531.2435563875208,0.5625,0.78125,2017.185172722764,128,High-transmission-blocking vaccine target
future_product_target,Australia,combined_strategy,179.8994148280379,1036.868355750942,0.40625,0.6484375,2052.068242285506,128,Combined future stress-test portfolio
future_product_target,Australia,transmission_blocking_vaccine,278.3768518628053,835.8844396468216,0.0234375,0.203125,2214.5728020355405,128,Transmission-blocking vaccine target
future_product_target,Australia,timeliness_only,429.27580768217166,1441.7109330296557,0.0078125,0.1171875,2364.439378362486,128,Routine timeliness
future_product_target,Australia,pregnancy_tdap_scaleup,1230.465376518966,2707.2121113252,0.0,0.0,3132.3855142950556,128,Pregnancy Tdap scale-up
future_product_target,Australia,targeted_pep_high_risk,1458.0748680923223,3326.1214922830413,0.0,0.0,3379.769530960809,128,Targeted high-risk PEP
future_product_target,Australia,cocooning_adjunct,1472.7380403433438,3230.4213828625698,0.0,0.0,3364.644012096115,128,Close-contact adult adjunct
future_product_target,Australia,resistance_guided_treatment,1816.2324785203434,3919.285218377615,0.0,0.0,3698.7033397091964,128,Resistance-guided management
future_product_target,Australia,maternal_immunization,1856.4693106219947,3844.5337831005118,0.0,0.0,3780.552457842073,128,Infant-exposure reduction
future_product_target,Australia,current,2054.17882495524,4261.321070834233,0.0,0.0,3962.0494837356773,128,Current practice
future_product_target,Australia,adolescent_booster,2054.5032237517617,4261.519139664012,0.0,0.0,3962.158842348493,128,Adolescent booster
future_product_target,Australia,higher_child_coverage,2222.3332245734696,4605.750185695387,0.0,0.0,4126.16602409791,128,Nominal coverage floor
future_product_target,Brazil,combined_strategy,8.312472865224294,220.74899854670343,0.8203125,0.9140625,3.308116200547245,128,Combined future stress-test portfolio
future_product_target,Brazil,next_generation_vaccine,69.7274202196261,552.6237979953248,0.1796875,0.2734375,25.518283014345137,128,High-transmission-blocking vaccine target
future_product_target,Brazil,transmission_blocking_vaccine,194.80242821167337,885.5704694194235,0.0,0.0078125,185.96588476671104,128,Transmission-blocking vaccine target
future_product_target,Brazil,timeliness_only,297.41417593382164,916.8138086836711,0.0,0.0,405.4161557751675,128,Routine timeliness
future_product_target,Brazil,maternal_immunization,397.9831219460109,1113.1453299032341,0.0,0.0,426.5248280596269,128,Infant-exposure reduction
future_product_target,Brazil,cocooning_adjunct,420.8423464414518,1171.0619177482026,0.0,0.0,446.17289482784054,128,Close-contact adult adjunct
future_product_target,Brazil,pregnancy_tdap_scaleup,452.1129122639382,1357.233347778892,0.0,0.0,517.8608312165769,128,Pregnancy Tdap scale-up
future_product_target,Brazil,resistance_guided_treatment,481.48733506032386,1388.021596178162,0.0,0.0,504.7588754203066,128,Resistance-guided management
future_product_target,Brazil,targeted_pep_high_risk,489.5630207428889,1509.3226810205188,0.0,0.0,549.9291789952097,128,Targeted high-risk PEP
future_product_target,Brazil,adolescent_booster,528.3779578560045,1583.687852813299,0.0,0.0,563.962336102499,128,Adolescent booster
future_product_target,Brazil,current,533.9106419990451,1572.5497200808788,0.0,0.0,575.7779481547564,128,Current practice
future_product_target,Brazil,higher_child_coverage,554.1152073551095,1625.3739804757108,0.0,0.0,591.3102506904042,128,Nominal coverage floor
future_product_target,China,combined_strategy,0.8053521787502991,68.215113468043,0.9765625,1.0,173.22619779205252,128,Combined future stress-test portfolio
future_product_target,China,next_generation_vaccine,164.57838919106507,738.0576281390249,0.0234375,0.078125,352.7583952220606,128,High-transmission-blocking vaccine target
future_product_target,China,transmission_blocking_vaccine,367.8416807897004,991.498105613028,0.0,0.0,638.2600158500363,128,Transmission-blocking vaccine target
future_product_target,China,timeliness_only,482.0432884441855,1307.259920821644,0.0,0.0,878.0813759718495,128,Routine timeliness
future_product_target,China,maternal_immunization,568.8958987572188,2084.3692895066297,0.0,0.0,871.7313851256303,128,Infant-exposure reduction
future_product_target,China,pregnancy_tdap_scaleup,674.3844826484278,1909.2814983349574,0.0,0.0,1045.590664209384,128,Pregnancy Tdap scale-up
future_product_target,China,cocooning_adjunct,681.8494782698352,2401.281490342434,0.0,0.0,990.612290670838,128,Close-contact adult adjunct
future_product_target,China,resistance_guided_treatment,746.9561882420581,2683.646296998075,0.0,0.0,949.5940127405051,128,Resistance-guided management
future_product_target,China,targeted_pep_high_risk,813.4693478881536,2579.0556538078436,0.0,0.0,1111.4873215264345,128,Targeted high-risk PEP
future_product_target,China,adolescent_booster,835.298614355575,2584.50200873662,0.0,0.0,1162.512602324448,128,Adolescent booster
future_product_target,China,current,847.8697922036476,2582.8129330948404,0.0,0.0,1183.1079993022404,128,Current practice
future_product_target,China,higher_child_coverage,880.8098829524705,2687.682860851057,0.0,0.0,1210.3486267667922,128,Nominal coverage floor
future_product_target,Japan,combined_strategy,0.0,0.0,1.0,1.0,352.2328702858857,128,Combined future stress-test portfolio
future_product_target,Japan,next_generation_vaccine,179.3565757314505,568.2123735749624,0.0,0.0546875,531.5306881173291,128,High-transmission-blocking vaccine target
future_product_target,Japan,transmission_blocking_vaccine,324.40631368901893,861.663071961005,0.0,0.0,747.4058885791437,128,Transmission-blocking vaccine target
future_product_target,Japan,timeliness_only,385.4622792809688,1007.875512405981,0.0,0.0,797.8889274876628,128,Routine timeliness
future_product_target,Japan,maternal_immunization,458.7047686263391,1592.4806212679223,0.0,0.0,841.0426406552757,128,Infant-exposure reduction
future_product_target,Japan,pregnancy_tdap_scaleup,543.5468683773162,1700.8820390227033,0.0,0.0,931.6444836495893,128,Pregnancy Tdap scale-up
future_product_target,Japan,cocooning_adjunct,552.8798234775629,1907.4490002137227,0.0,0.0,927.0350955561398,128,Close-contact adult adjunct
future_product_target,Japan,resistance_guided_treatment,641.8766759690187,2259.0263876906993,0.0,0.0,934.5853584433514,128,Resistance-guided management
future_product_target,Japan,targeted_pep_high_risk,663.4891075452448,2065.008417496298,0.0,0.0,1013.6076919147711,128,Targeted high-risk PEP
future_product_target,Japan,adolescent_booster,711.1537256440121,2345.720876096591,0.0,0.0,1088.1417762298645,128,Adolescent booster
future_product_target,Japan,current,712.6114974551647,2322.5643976505503,0.0,0.0,1082.5643675386204,128,Current practice
future_product_target,Japan,higher_child_coverage,738.4460892606115,2395.0733885134364,0.0,0.0,1101.8087443148304,128,Nominal coverage floor
future_product_target,New_Zealand,next_generation_vaccine,62.36173583118468,462.06314386523604,0.578125,0.6953125,1156.8192047633493,128,High-transmission-blocking vaccine target
future_product_target,New_Zealand,combined_strategy,103.49604257650573,864.5669103226314,0.4140625,0.6484375,1139.3751808928,128,Combined future stress-test portfolio
future_product_target,New_Zealand,transmission_blocking_vaccine,338.32970825818,1109.9997757673327,0.0078125,0.078125,1420.999414213402,128,Transmission-blocking vaccine target
future_product_target,New_Zealand,timeliness_only,592.35010050785,1497.806737523153,0.0,0.0,1609.3424510079137,128,Routine timeliness
future_product_target,New_Zealand,pregnancy_tdap_scaleup,1073.484568336724,2862.434180571933,0.0,0.0,2057.3975472557595,128,Pregnancy Tdap scale-up
future_product_target,New_Zealand,cocooning_adjunct,1214.1694537112553,3478.5050380327993,0.0,0.0,2144.6687742814374,128,Close-contact adult adjunct
future_product_target,New_Zealand,targeted_pep_high_risk,1225.7286124448653,3428.9188694205395,0.0,0.0,2092.881374675036,128,Targeted high-risk PEP
future_product_target,New_Zealand,maternal_immunization,1251.0513418777564,3399.8483972600975,0.0,0.0,2172.872616686768,128,Infant-exposure reduction
future_product_target,New_Zealand,resistance_guided_treatment,1336.4666203196432,3721.635073385848,0.0,0.0,2166.3445222902296,128,Resistance-guided management
future_product_target,New_Zealand,current,1471.6214638439476,3786.2046559066057,0.0,0.0,2329.6531922596723,128,Current practice
future_product_target,New_Zealand,adolescent_booster,1474.404562310047,3785.0231058624186,0.0,0.0,2344.0481568304763,128,Adolescent booster
future_product_target,New_Zealand,higher_child_coverage,1540.710753905387,3940.10802764676,0.0,0.0,2391.775636807495,128,Nominal coverage floor
future_product_target,South_Africa,combined_strategy,1.952532710095152,61.43193741547094,0.8828125,0.921875,1.6198670520351195,128,Combined future stress-test portfolio
future_product_target,South_Africa,next_generation_vaccine,99.96912755946458,891.9702705059331,0.1171875,0.171875,7.701913874106367,128,High-transmission-blocking vaccine target
future_product_target,South_Africa,transmission_blocking_vaccine,215.33576447725275,1067.898937277308,0.0,0.0078125,177.18470629378004,128,Transmission-blocking vaccine target
future_product_target,South_Africa,maternal_immunization,396.62602329495314,1218.6790457163904,0.0,0.0,437.7125738578753,128,Infant-exposure reduction
future_product_target,South_Africa,timeliness_only,419.7320331819017,1239.258156999613,0.0,0.0,475.21610653730454,128,Routine timeliness
future_product_target,South_Africa,pregnancy_tdap_scaleup,488.05671791346066,1448.852551626583,0.0,0.0,541.2858580397681,128,Pregnancy Tdap scale-up
future_product_target,South_Africa,cocooning_adjunct,521.0214543365992,1767.2017819099717,0.0,0.0,537.8127460518435,128,Close-contact adult adjunct
future_product_target,South_Africa,resistance_guided_treatment,521.0620052498879,1766.924142169686,0.0,0.0,498.733330948167,128,Resistance-guided management
future_product_target,South_Africa,higher_child_coverage,536.1518851393973,1645.1977642772843,0.0,0.0,568.4971628462073,128,Nominal coverage floor
future_product_target,South_Africa,targeted_pep_high_risk,552.1624347781718,1812.1685556246632,0.0,0.0,610.2181645755118,128,Targeted high-risk PEP
future_product_target,South_Africa,adolescent_booster,580.1582706394933,1901.9980941905549,0.0,0.0,612.5014820541664,128,Adolescent booster
future_product_target,South_Africa,current,597.5499452186974,1885.728814588235,0.0,0.0,625.0236458118409,128,Current practice
future_product_target,Sweden,next_generation_vaccine,27.922000030893404,368.7493588562262,0.640625,0.8828125,240.62114139882783,128,High-transmission-blocking vaccine target
future_product_target,Sweden,combined_strategy,65.20786897531741,528.1653998566612,0.359375,0.4375,337.0625141317533,128,Combined future stress-test portfolio
future_product_target,Sweden,transmission_blocking_vaccine,229.33182446096046,932.8539045512271,0.0,0.015625,545.5885390541766,128,Transmission-blocking vaccine target
future_product_target,Sweden,timeliness_only,394.44822112375607,1100.6335474462076,0.0,0.0,734.1667743692296,128,Routine timeliness
future_product_target,Sweden,pregnancy_tdap_scaleup,649.3003399674875,1662.2731211211812,0.0,0.0,976.7775790779003,128,Pregnancy Tdap scale-up
future_product_target,Sweden,cocooning_adjunct,693.8041681230304,2035.2542452248663,0.0,0.0,974.9396854640222,128,Close-contact adult adjunct
future_product_target,Sweden,maternal_immunization,703.0739987370818,2030.5803612191607,0.0,0.0,987.5852230663907,128,Infant-exposure reduction
future_product_target,Sweden,targeted_pep_high_risk,724.6897396908523,2277.574884425733,0.0,0.0,1064.1477959536041,128,Targeted high-risk PEP
future_product_target,Sweden,resistance_guided_treatment,739.2876638711883,2375.1452122723367,0.0,0.0,953.5708816620931,128,Resistance-guided management
future_product_target,Sweden,current,824.1591003344317,2409.0181062066795,0.0,0.0,1168.0073775315118,128,Current practice
future_product_target,Sweden,adolescent_booster,824.4183646023303,2437.8804629586493,0.0,0.0,1167.269577346189,128,Adolescent booster
future_product_target,Sweden,higher_child_coverage,883.1759096217689,2554.7373556649436,0.0,0.0,1207.4986096160733,128,Nominal coverage floor
future_product_target,Thailand,combined_strategy,0.848044861206561,107.52071082201496,0.984375,1.0,10.86427834268542,128,Combined future stress-test portfolio
future_product_target,Thailand,next_generation_vaccine,142.17487873247808,881.6168239382441,0.0078125,0.0546875,132.5552478198531,128,High-transmission-blocking vaccine target
future_product_target,Thailand,transmission_blocking_vaccine,267.5312849676486,1269.1034280015913,0.0,0.0,253.40707372506353,128,Transmission-blocking vaccine target
future_product_target,Thailand,timeliness_only,326.4155333918961,908.7276387178666,0.0078125,0.015625,462.62577847452366,128,Routine timeliness
future_product_target,Thailand,maternal_immunization,341.8929266592538,1031.6602212333037,0.0,0.0,395.32053060226065,128,Infant-exposure reduction
future_product_target,Thailand,cocooning_adjunct,421.6841783851212,1274.597084028704,0.0,0.0,450.32969943869654,128,Close-contact adult adjunct
future_product_target,Thailand,pregnancy_tdap_scaleup,432.9054628921984,1146.2966587739043,0.0,0.0,527.1114276181638,128,Pregnancy Tdap scale-up
future_product_target,Thailand,resistance_guided_treatment,489.09193474355084,1337.7072735830614,0.0,0.0,562.1425104268365,128,Resistance-guided management
future_product_target,Thailand,targeted_pep_high_risk,501.66312015383767,1497.5368145961083,0.0,0.0,565.4503076995234,128,Targeted high-risk PEP
future_product_target,Thailand,adolescent_booster,526.9480763388522,1528.6033069804907,0.0,0.0,597.1341646068487,128,Adolescent booster
future_product_target,Thailand,higher_child_coverage,537.6539409766722,1482.268999098506,0.0,0.0,604.2583883010077,128,Nominal coverage floor
future_product_target,Thailand,current,549.7534680348207,1518.1429207627557,0.0,0.0,606.6635547305073,128,Current practice
future_product_target,United_Kingdom,combined_strategy,25.573238455329403,730.8112642870979,0.8203125,0.9609375,890.550391465221,128,Combined future stress-test portfolio
future_product_target,United_Kingdom,next_generation_vaccine,223.43077195846567,946.6637132076455,0.1796875,0.265625,1057.3750319324004,128,High-transmission-blocking vaccine target
future_product_target,United_Kingdom,transmission_blocking_vaccine,549.9068823114874,1674.4942505570511,0.0,0.0078125,1405.4423351465919,128,Transmission-blocking vaccine target
future_product_target,United_Kingdom,timeliness_only,699.428015137821,1871.48892532967,0.0,0.0,1518.1089821837743,128,Routine timeliness
future_product_target,United_Kingdom,maternal_immunization,1110.6312753290938,3200.681519697376,0.0,0.0,1861.5707059920605,128,Infant-exposure reduction
future_product_target,United_Kingdom,pregnancy_tdap_scaleup,1146.730503808503,3008.1417339109944,0.0,0.0,1949.066516381377,128,Pregnancy Tdap scale-up
future_product_target,United_Kingdom,cocooning_adjunct,1192.4820860325165,3384.890661785829,0.0,0.0,1953.6228564224903,128,Close-contact adult adjunct
future_product_target,United_Kingdom,targeted_pep_high_risk,1275.7888103695864,3338.48019133112,0.0,0.0,1972.631853055142,128,Targeted high-risk PEP
future_product_target,United_Kingdom,resistance_guided_treatment,1295.1830351304864,3438.295117491354,0.0,0.0,1935.2247532723954,128,Resistance-guided management
future_product_target,United_Kingdom,adolescent_booster,1428.6188353215405,3650.677864069184,0.0,0.0,2249.646193231306,128,Adolescent booster
future_product_target,United_Kingdom,current,1433.0484697865973,3713.6114514297265,0.0,0.0,2210.844524362037,128,Current practice
future_product_target,United_Kingdom,higher_child_coverage,1493.805256147635,3866.913302907696,0.0,0.0,2231.725860554623,128,Nominal coverage floor
future_product_target,United_States,next_generation_vaccine,2.993194050633466,78.24923843954741,0.7421875,1.0,1.5732786116547306,128,High-transmission-blocking vaccine target
future_product_target,United_States,combined_strategy,49.26062826495677,246.16388248054045,0.2578125,0.3359375,4.331717843434323,128,Combined future stress-test portfolio
future_product_target,United_States,transmission_blocking_vaccine,124.77357157852148,414.4805942058862,0.0,0.0,74.67226171626544,128,Transmission-blocking vaccine target
future_product_target,United_States,timeliness_only,248.26376913258997,541.2800874698282,0.0,0.0,339.8898360558196,128,Routine timeliness
future_product_target,United_States,targeted_pep_high_risk,358.66895372315406,943.6581499509517,0.0,0.0,401.3076515516483,128,Targeted high-risk PEP
future_product_target,United_States,maternal_immunization,363.3760912723147,954.2286317262752,0.0,0.0,412.814615799851,128,Infant-exposure reduction
future_product_target,United_States,pregnancy_tdap_scaleup,367.6565244745322,911.8190841135175,0.0,0.0,431.80709091055144,128,Pregnancy Tdap scale-up
future_product_target,United_States,cocooning_adjunct,375.67270888539616,986.218341462402,0.0,0.0,427.0560860046886,128,Close-contact adult adjunct
future_product_target,United_States,resistance_guided_treatment,432.7883603224368,1143.4084537141944,0.0,0.0,476.8045595690811,128,Resistance-guided management
future_product_target,United_States,current,437.41730291713617,1138.7480658492905,0.0,0.0,484.7745692058521,128,Current practice
future_product_target,United_States,adolescent_booster,437.6772829478055,1138.953502228545,0.0,0.0,484.9213390251925,128,Adolescent booster
future_product_target,United_States,higher_child_coverage,466.38198310236004,1234.42778634881,0.0,0.0,506.25835466637034,128,Nominal coverage floor
program_only,Australia,timeliness_only,0.0,0.0,1.0,1.0,2364.439378362486,128,Routine timeliness
program_only,Australia,pregnancy_tdap_scaleup,801.1895688367944,2042.8020468326276,0.0,0.0,3132.3855142950556,128,Pregnancy Tdap scale-up
program_only,Australia,targeted_pep_high_risk,1028.7990604101506,2854.0820636956796,0.0,0.0,3379.769530960809,128,Targeted high-risk PEP
program_only,Australia,cocooning_adjunct,1043.462232661172,2758.381954275208,0.0,0.0,3364.644012096115,128,Close-contact adult adjunct
program_only,Australia,maternal_immunization,1427.193502939823,3287.3235622362954,0.0,0.0,3780.552457842073,128,Infant-exposure reduction
program_only,Australia,current,1624.9030172730686,3640.1892221285734,0.0,0.0,3962.0494837356773,128,Current practice
program_only,Australia,adolescent_booster,1625.2274160695897,3640.3872909583524,0.0,0.0,3962.158842348493,128,Adolescent booster
program_only,Australia,higher_child_coverage,1793.057416891298,3984.618336989727,0.0,0.0,4126.16602409791,128,Nominal coverage floor
program_only,Brazil,timeliness_only,5.9374299723587045,115.9806313448023,0.6875,0.7734375,405.4161557751675,128,Routine timeliness
program_only,Brazil,maternal_immunization,106.506375984548,634.8592322596432,0.3125,0.46875,426.5248280596269,128,Infant-exposure reduction
program_only,Brazil,cocooning_adjunct,129.36560047998887,693.9044731271806,0.0,0.3515625,446.17289482784054,128,Close-contact adult adjunct
program_only,Brazil,pregnancy_tdap_scaleup,160.6361663024753,559.2505692266952,0.0,0.0,517.8608312165769,128,Pregnancy Tdap scale-up
program_only,Brazil,targeted_pep_high_risk,198.08627478142597,910.4192784309373,0.0,0.015625,549.9291789952097,128,Targeted high-risk PEP
program_only,Brazil,adolescent_booster,236.9012118945416,871.9098444508243,0.0,0.0,563.962336102499,128,Adolescent booster
program_only,Brazil,current,242.4338960375822,837.7986008878327,0.0,0.0,575.7779481547564,128,Current practice
program_only,Brazil,higher_child_coverage,262.6384613936466,890.108395024313,0.0,0.0,591.3102506904042,128,Nominal coverage floor
program_only,China,timeliness_only,18.888096298593556,139.15552309670525,0.5859375,0.7109375,878.0813759718495,128,Routine timeliness
program_only,China,maternal_immunization,105.74070661162683,777.1093686849858,0.4140625,0.734375,871.7313851256303,128,Infant-exposure reduction
program_only,China,pregnancy_tdap_scaleup,211.22929050283582,680.8508734807501,0.0,0.0,1045.590664209384,128,Pregnancy Tdap scale-up
program_only,China,cocooning_adjunct,218.69428612424326,1094.0215695207903,0.0,0.0,990.612290670838,128,Close-contact adult adjunct
program_only,China,targeted_pep_high_risk,350.31415574256164,1409.103576575284,0.0,0.0,1111.4873215264345,128,Targeted high-risk PEP
program_only,China,adolescent_booster,372.14342220998304,1384.9777588285187,0.0,0.0,1162.512602324448,128,Adolescent booster
