optimization_constraint,country,strategy,mean_absolute_regret_infant_cases_per_100k,maximum_absolute_regret_infant_cases_per_100k,probability_best_in_draw,probability_within_10_percent_of_best,median_infant_cases_per_100k,n_psa_samples,strategy_label
program_only,China,current,384.71460005805574,1363.110168534914,0.0,0.0,1183.1079993022404,128,Current practice
program_only,China,higher_child_coverage,417.65469080687853,1479.517860073286,0.0,0.0,1210.3486267667922,128,Nominal coverage floor
program_only,Japan,timeliness_only,18.35752163497105,144.38432102074086,0.5859375,0.6953125,797.8889274876628,128,Routine timeliness
program_only,Japan,maternal_immunization,91.60001098034131,640.4774354667934,0.4140625,0.71875,841.0426406552757,128,Infant-exposure reduction
program_only,Japan,pregnancy_tdap_scaleup,176.4421107313184,748.8788532215744,0.0,0.0,931.6444836495893,128,Pregnancy Tdap scale-up
program_only,Japan,cocooning_adjunct,185.77506583156512,955.4458144125938,0.0,0.0078125,927.0350955561398,128,Close-contact adult adjunct
program_only,Japan,targeted_pep_high_risk,296.38434989924707,1128.4025708074291,0.0,0.0,1013.6076919147711,128,Targeted high-risk PEP
program_only,Japan,adolescent_booster,344.0489679980143,1393.717690295462,0.0,0.0,1088.1417762298645,128,Adolescent booster
program_only,Japan,current,345.5067398091669,1370.5612118494214,0.0,0.0,1082.5643675386204,128,Current practice
program_only,Japan,higher_child_coverage,371.34133161461375,1443.0702027123075,0.0,0.0,1101.8087443148304,128,Nominal coverage floor
program_only,New_Zealand,timeliness_only,0.0,0.0,1.0,1.0,1609.3424510079137,128,Routine timeliness
program_only,New_Zealand,pregnancy_tdap_scaleup,481.13446782887394,1392.5369151350696,0.0,0.0078125,2057.3975472557595,128,Pregnancy Tdap scale-up
program_only,New_Zealand,cocooning_adjunct,621.8193532034053,2007.066804977705,0.0,0.0,2144.6687742814374,128,Close-contact adult adjunct
program_only,New_Zealand,targeted_pep_high_risk,633.3785119370153,1959.021603983676,0.0,0.0,2092.881374675036,128,Targeted high-risk PEP
program_only,New_Zealand,maternal_immunization,658.7012413699064,2250.586969038449,0.0,0.0078125,2172.872616686768,128,Infant-exposure reduction
program_only,New_Zealand,current,879.2713633360976,2358.457555741683,0.0,0.0,2329.6531922596723,128,Current practice
program_only,New_Zealand,adolescent_booster,882.054461802197,2431.6852835512245,0.0,0.0,2344.0481568304763,128,Adolescent booster
program_only,New_Zealand,higher_child_coverage,948.360653397537,2521.262432696828,0.0,0.0,2391.775636807495,128,Nominal coverage floor
program_only,South_Africa,maternal_immunization,6.771432303731526,286.5025336677795,0.90625,0.984375,437.7125738578753,128,Infant-exposure reduction
program_only,South_Africa,timeliness_only,29.877442190680135,115.5054590521579,0.0859375,0.671875,475.21610653730454,128,Routine timeliness
program_only,South_Africa,pregnancy_tdap_scaleup,98.20212692223906,316.5982467579897,0.0,0.0859375,541.2858580397681,128,Pregnancy Tdap scale-up
program_only,South_Africa,cocooning_adjunct,131.16686334537752,571.4502259336846,0.0,0.0,537.8127460518435,128,Close-contact adult adjunct
program_only,South_Africa,higher_child_coverage,146.2972941481758,569.272356785641,0.0,0.0078125,568.4971628462073,128,Nominal coverage floor
program_only,South_Africa,targeted_pep_high_risk,162.30784378695023,751.0838947194652,0.0,0.0390625,610.2181645755118,128,Targeted high-risk PEP
program_only,South_Africa,adolescent_booster,190.30367964827167,704.07621538595,0.0078125,0.0234375,612.5014820541664,128,Adolescent booster
program_only,South_Africa,current,207.6953542274758,687.8069357836303,0.0,0.0,625.0236458118409,128,Current practice
program_only,Sweden,timeliness_only,0.07857366284521451,6.333867840619405,0.96875,0.984375,734.1667743692296,128,Routine timeliness
program_only,Sweden,pregnancy_tdap_scaleup,254.93069250657666,816.2140864937953,0.0,0.0,976.7775790779003,128,Pregnancy Tdap scale-up
program_only,Sweden,cocooning_adjunct,299.4345206621196,1128.858895741132,0.03125,0.0625,974.9396854640222,128,Close-contact adult adjunct
program_only,Sweden,maternal_immunization,308.7043512761709,1124.1850117354265,0.0,0.015625,987.5852230663907,128,Infant-exposure reduction
program_only,Sweden,targeted_pep_high_risk,330.3200922299415,1235.102100170062,0.0,0.0,1064.1477959536041,128,Targeted high-risk PEP
program_only,Sweden,current,429.7894528735209,1502.6227567229453,0.0,0.0,1168.0073775315118,128,Current practice
program_only,Sweden,adolescent_booster,430.04871714141944,1531.4851134749151,0.0,0.0,1167.269577346189,128,Adolescent booster
program_only,Sweden,higher_child_coverage,488.8062621608582,1648.3420061812094,0.0,0.0,1207.4986096160733,128,Nominal coverage floor
program_only,Thailand,timeliness_only,25.746985847304693,245.84606395533888,0.34375,0.6171875,462.62577847452366,128,Routine timeliness
program_only,Thailand,maternal_immunization,41.22437911466247,476.92036176708143,0.65625,0.8984375,395.32053060226065,128,Infant-exposure reduction
program_only,Thailand,cocooning_adjunct,121.0156308405298,710.7049533249674,0.0,0.015625,450.32969943869654,128,Close-contact adult adjunct
program_only,Thailand,pregnancy_tdap_scaleup,132.236915347607,775.450744492379,0.0,0.0,527.1114276181638,128,Pregnancy Tdap scale-up
program_only,Thailand,targeted_pep_high_risk,200.99457260924632,866.3741696797731,0.0,0.0078125,565.4503076995234,128,Targeted high-risk PEP
program_only,Thailand,adolescent_booster,226.27952879426084,1266.1696309910087,0.0,0.0,597.1341646068487,128,Adolescent booster
program_only,Thailand,higher_child_coverage,236.98539343208077,1229.694704014203,0.0,0.0,604.2583883010077,128,Nominal coverage floor
program_only,Thailand,current,249.08492049022936,1265.5686256784527,0.0,0.0,606.6635547305073,128,Current practice
program_only,United_Kingdom,timeliness_only,1.4972219867713974,70.24805877750867,0.9453125,0.9765625,1518.1089821837743,128,Routine timeliness
program_only,United_Kingdom,maternal_immunization,412.7004821780442,1332.8679247077944,0.0546875,0.09375,1861.5707059920605,128,Infant-exposure reduction
program_only,United_Kingdom,pregnancy_tdap_scaleup,448.7997106574534,1236.970260505132,0.0,0.0,1949.066516381377,128,Pregnancy Tdap scale-up
program_only,United_Kingdom,cocooning_adjunct,494.55129288146685,1514.2534294163734,0.0,0.0625,1953.6228564224903,128,Close-contact adult adjunct
program_only,United_Kingdom,targeted_pep_high_risk,577.8580172185368,1668.545542066483,0.0,0.0,1972.631853055142,128,Targeted high-risk PEP
program_only,United_Kingdom,adolescent_booster,730.6880421704909,1779.188938739514,0.0,0.0,2249.646193231306,128,Adolescent booster
program_only,United_Kingdom,current,735.1176766355476,1966.2163698603304,0.0,0.0,2210.844524362037,128,Current practice
program_only,United_Kingdom,higher_child_coverage,795.8744629965854,1995.424377578026,0.0,0.0,2231.725860554623,128,Nominal coverage floor
program_only,United_States,timeliness_only,0.7018326089961626,16.815677908484084,0.8984375,0.921875,339.8898360558196,128,Routine timeliness
program_only,United_States,targeted_pep_high_risk,111.10701719956023,454.8509655516541,0.0,0.0,401.3076515516483,128,Targeted high-risk PEP
program_only,United_States,maternal_immunization,115.8141547487209,448.6123162460733,0.1015625,0.1640625,412.814615799851,128,Infant-exposure reduction
program_only,United_States,pregnancy_tdap_scaleup,120.0945879509384,398.57439755373434,0.0,0.0,431.80709091055144,128,Pregnancy Tdap scale-up
program_only,United_States,cocooning_adjunct,128.11077236180236,480.6020259822001,0.0,0.0703125,427.0560860046886,128,Close-contact adult adjunct
program_only,United_States,current,189.85536639354234,629.3790321204485,0.0,0.0,484.7745692058521,128,Current practice
program_only,United_States,adolescent_booster,190.11534642421168,629.9038326321445,0.0,0.0,484.9213390251925,128,Adolescent booster
program_only,United_States,higher_child_coverage,218.82004657876624,726.9272027541303,0.0,0.0,506.25835466637034,128,Nominal coverage floor
program_plus_resistance,Australia,timeliness_only,0.0,0.0,1.0,1.0,2364.439378362486,128,Routine timeliness
program_plus_resistance,Australia,pregnancy_tdap_scaleup,801.1895688367944,2042.8020468326276,0.0,0.0,3132.3855142950556,128,Pregnancy Tdap scale-up
program_plus_resistance,Australia,targeted_pep_high_risk,1028.7990604101506,2854.0820636956796,0.0,0.0,3379.769530960809,128,Targeted high-risk PEP
program_plus_resistance,Australia,cocooning_adjunct,1043.462232661172,2758.381954275208,0.0,0.0,3364.644012096115,128,Close-contact adult adjunct
program_plus_resistance,Australia,resistance_guided_treatment,1386.956670838172,3298.1533696719553,0.0,0.0,3698.7033397091964,128,Resistance-guided management
program_plus_resistance,Australia,maternal_immunization,1427.193502939823,3287.3235622362954,0.0,0.0,3780.552457842073,128,Infant-exposure reduction
program_plus_resistance,Australia,current,1624.9030172730686,3640.1892221285734,0.0,0.0,3962.0494837356773,128,Current practice
program_plus_resistance,Australia,adolescent_booster,1625.2274160695897,3640.3872909583524,0.0,0.0,3962.158842348493,128,Adolescent booster
program_plus_resistance,Australia,higher_child_coverage,1793.057416891298,3984.618336989727,0.0,0.0,4126.16602409791,128,Nominal coverage floor
program_plus_resistance,Brazil,timeliness_only,7.111185476610986,115.9806313448023,0.65625,0.7734375,405.4161557751675,128,Routine timeliness
program_plus_resistance,Brazil,maternal_immunization,107.68013148880028,634.8592322596432,0.296875,0.4453125,426.5248280596269,128,Infant-exposure reduction
program_plus_resistance,Brazil,cocooning_adjunct,130.53935598424115,693.9044731271806,0.0,0.328125,446.17289482784054,128,Close-contact adult adjunct
program_plus_resistance,Brazil,pregnancy_tdap_scaleup,161.80992180672757,559.2505692266952,0.0,0.0,517.8608312165769,128,Pregnancy Tdap scale-up
program_plus_resistance,Brazil,resistance_guided_treatment,191.18434460311323,1016.9365523693818,0.046875,0.1015625,504.7588754203066,128,Resistance-guided management
program_plus_resistance,Brazil,targeted_pep_high_risk,199.26003028567825,910.4192784309373,0.0,0.015625,549.9291789952097,128,Targeted high-risk PEP
program_plus_resistance,Brazil,adolescent_booster,238.0749673987939,871.9098444508243,0.0,0.0,563.962336102499,128,Adolescent booster
program_plus_resistance,Brazil,current,243.60765154183449,837.7986008878327,0.0,0.0,575.7779481547564,128,Current practice
program_plus_resistance,Brazil,higher_child_coverage,263.8122168978989,890.108395024313,0.0,0.0,591.3102506904042,128,Nominal coverage floor
program_plus_resistance,China,timeliness_only,21.84683718749729,139.15552309670525,0.5390625,0.6953125,878.0813759718495,128,Routine timeliness
program_plus_resistance,China,maternal_immunization,108.69944750053057,777.1093686849858,0.3671875,0.6875,871.7313851256303,128,Infant-exposure reduction
program_plus_resistance,China,pregnancy_tdap_scaleup,214.18803139173957,680.8508734807501,0.0,0.0,1045.590664209384,128,Pregnancy Tdap scale-up
program_plus_resistance,China,cocooning_adjunct,221.65302701314698,1094.0215695207903,0.0,0.0,990.612290670838,128,Close-contact adult adjunct
program_plus_resistance,China,resistance_guided_treatment,286.7597369853699,1376.386376176431,0.09375,0.125,949.5940127405051,128,Resistance-guided management
program_plus_resistance,China,targeted_pep_high_risk,353.27289663146536,1409.103576575284,0.0,0.0,1111.4873215264345,128,Targeted high-risk PEP
program_plus_resistance,China,adolescent_booster,375.10216309888676,1384.9777588285187,0.0,0.0,1162.512602324448,128,Adolescent booster
program_plus_resistance,China,current,387.67334094695946,1363.110168534914,0.0,0.0,1183.1079993022404,128,Current practice
program_plus_resistance,China,higher_child_coverage,420.61343169578225,1479.517860073286,0.0,0.0,1210.3486267667922,128,Nominal coverage floor
program_plus_resistance,Japan,timeliness_only,18.932774756552263,144.38432102074086,0.5859375,0.6875,797.8889274876628,128,Routine timeliness
program_plus_resistance,Japan,maternal_immunization,92.17526410192252,640.4774354667934,0.3984375,0.71875,841.0426406552757,128,Infant-exposure reduction
program_plus_resistance,Japan,pregnancy_tdap_scaleup,177.0173638528996,748.8788532215744,0.0,0.0,931.6444836495893,128,Pregnancy Tdap scale-up
program_plus_resistance,Japan,cocooning_adjunct,186.3503189531463,955.4458144125938,0.0,0.0078125,927.0350955561398,128,Close-contact adult adjunct
program_plus_resistance,Japan,resistance_guided_treatment,275.34717144460217,1307.0232018895704,0.015625,0.0546875,934.5853584433514,128,Resistance-guided management
program_plus_resistance,Japan,targeted_pep_high_risk,296.95960302082824,1128.4025708074291,0.0,0.0,1013.6076919147711,128,Targeted high-risk PEP
program_plus_resistance,Japan,adolescent_booster,344.62422111959546,1393.717690295462,0.0,0.0,1088.1417762298645,128,Adolescent booster
program_plus_resistance,Japan,current,346.08199293074813,1370.5612118494214,0.0,0.0,1082.5643675386204,128,Current practice
program_plus_resistance,Japan,higher_child_coverage,371.9165847361949,1443.0702027123075,0.0,0.0,1101.8087443148304,128,Nominal coverage floor
program_plus_resistance,New_Zealand,timeliness_only,0.3170436340278626,37.168623551257724,0.984375,1.0,1609.3424510079137,128,Routine timeliness
program_plus_resistance,New_Zealand,pregnancy_tdap_scaleup,481.4515114629018,1392.5369151350696,0.0,0.0078125,2057.3975472557595,128,Pregnancy Tdap scale-up
program_plus_resistance,New_Zealand,cocooning_adjunct,622.1363968374332,2007.066804977705,0.0,0.0,2144.6687742814374,128,Close-contact adult adjunct
program_plus_resistance,New_Zealand,targeted_pep_high_risk,633.6955555710432,1959.021603983676,0.0,0.0,2092.881374675036,128,Targeted high-risk PEP
program_plus_resistance,New_Zealand,maternal_immunization,659.0182850039342,2250.586969038449,0.0,0.0078125,2172.872616686768,128,Infant-exposure reduction
program_plus_resistance,New_Zealand,resistance_guided_treatment,744.433563445821,2223.828335862695,0.015625,0.015625,2166.3445222902296,128,Resistance-guided management
program_plus_resistance,New_Zealand,current,879.5884069701254,2358.457555741683,0.0,0.0,2329.6531922596723,128,Current practice
program_plus_resistance,New_Zealand,adolescent_booster,882.3715054362248,2431.6852835512245,0.0,0.0,2344.0481568304763,128,Adolescent booster
program_plus_resistance,New_Zealand,higher_child_coverage,948.6776970315649,2521.262432696828,0.0,0.0,2391.775636807495,128,Nominal coverage floor
program_plus_resistance,South_Africa,maternal_immunization,12.4427539891146,286.5025336677795,0.8203125,0.9453125,437.7125738578753,128,Infant-exposure reduction
program_plus_resistance,South_Africa,timeliness_only,35.548763876063205,197.20855808126373,0.078125,0.6328125,475.21610653730454,128,Routine timeliness
program_plus_resistance,South_Africa,pregnancy_tdap_scaleup,103.87344860762214,325.39726530362464,0.0,0.0859375,541.2858580397681,128,Pregnancy Tdap scale-up
program_plus_resistance,South_Africa,cocooning_adjunct,136.8381850307606,571.4502259336846,0.0,0.0,537.8127460518435,128,Close-contact adult adjunct
program_plus_resistance,South_Africa,resistance_guided_treatment,136.87873594404937,936.0077773142002,0.09375,0.15625,498.733330948167,128,Resistance-guided management
program_plus_resistance,South_Africa,higher_child_coverage,151.96861583355886,569.272356785641,0.0,0.0078125,568.4971628462073,128,Nominal coverage floor
program_plus_resistance,South_Africa,targeted_pep_high_risk,167.9791654723333,751.0838947194652,0.0,0.0390625,610.2181645755118,128,Targeted high-risk PEP
program_plus_resistance,South_Africa,adolescent_booster,195.97500133365475,704.07621538595,0.0078125,0.0234375,612.5014820541664,128,Adolescent booster
program_plus_resistance,South_Africa,current,213.36667591285888,687.8069357836303,0.0,0.0,625.0236458118409,128,Current practice
program_plus_resistance,Sweden,timeliness_only,1.1340270658641964,61.538633366469014,0.9140625,0.9609375,734.1667743692296,128,Routine timeliness
program_plus_resistance,Sweden,pregnancy_tdap_scaleup,255.98614590959562,816.2140864937953,0.0,0.0,976.7775790779003,128,Pregnancy Tdap scale-up
program_plus_resistance,Sweden,cocooning_adjunct,300.4899740651386,1128.858895741132,0.03125,0.046875,974.9396854640222,128,Close-contact adult adjunct
program_plus_resistance,Sweden,maternal_immunization,309.75980467918987,1124.1850117354265,0.0,0.0078125,987.5852230663907,128,Infant-exposure reduction
program_plus_resistance,Sweden,targeted_pep_high_risk,331.3755456329605,1235.102100170062,0.0,0.0,1064.1477959536041,128,Targeted high-risk PEP
program_plus_resistance,Sweden,resistance_guided_treatment,345.9734698132965,1468.7498627886025,0.0546875,0.078125,953.5708816620931,128,Resistance-guided management
program_plus_resistance,Sweden,current,430.84490627653986,1502.6227567229453,0.0,0.0,1168.0073775315118,128,Current practice
program_plus_resistance,Sweden,adolescent_booster,431.10417054443843,1531.4851134749151,0.0,0.0,1167.269577346189,128,Adolescent booster
program_plus_resistance,Sweden,higher_child_coverage,489.8617155638771,1648.3420061812094,0.0,0.0,1207.4986096160733,128,Nominal coverage floor
program_plus_resistance,Thailand,timeliness_only,26.151051940544573,245.84606395533888,0.34375,0.609375,462.62577847452366,128,Routine timeliness
program_plus_resistance,Thailand,maternal_immunization,41.62844520790235,476.92036176708143,0.640625,0.8984375,395.32053060226065,128,Infant-exposure reduction
program_plus_resistance,Thailand,cocooning_adjunct,121.41969693376967,710.7049533249674,0.0,0.015625,450.32969943869654,128,Close-contact adult adjunct
program_plus_resistance,Thailand,pregnancy_tdap_scaleup,132.6409814408469,775.450744492379,0.0,0.0,527.1114276181638,128,Pregnancy Tdap scale-up
program_plus_resistance,Thailand,resistance_guided_treatment,188.82745329219938,966.2778823082783,0.015625,0.078125,562.1425104268365,128,Resistance-guided management
program_plus_resistance,Thailand,targeted_pep_high_risk,201.39863870248618,866.3741696797731,0.0,0.0078125,565.4503076995234,128,Targeted high-risk PEP
program_plus_resistance,Thailand,adolescent_booster,226.68359488750073,1266.1696309910087,0.0,0.0,597.1341646068487,128,Adolescent booster
program_plus_resistance,Thailand,higher_child_coverage,237.38945952532063,1229.694704014203,0.0,0.0,604.2583883010077,128,Nominal coverage floor
program_plus_resistance,Thailand,current,249.48898658346923,1265.5686256784527,0.0,0.0,606.6635547305073,128,Current practice
program_plus_resistance,United_Kingdom,timeliness_only,2.934076326884445,70.24805877750867,0.9140625,0.9765625,1518.1089821837743,128,Routine timeliness
program_plus_resistance,United_Kingdom,maternal_immunization,414.13733651815727,1332.8679247077944,0.0546875,0.09375,1861.5707059920605,128,Infant-exposure reduction
program_plus_resistance,United_Kingdom,pregnancy_tdap_scaleup,450.2365649975664,1236.970260505132,0.0,0.0,1949.066516381377,128,Pregnancy Tdap scale-up
program_plus_resistance,United_Kingdom,cocooning_adjunct,495.9881472215799,1514.2534294163734,0.0,0.0625,1953.6228564224903,128,Close-contact adult adjunct
program_plus_resistance,United_Kingdom,targeted_pep_high_risk,579.2948715586498,1668.545542066483,0.0,0.0,1972.631853055142,128,Targeted high-risk PEP
program_plus_resistance,United_Kingdom,resistance_guided_treatment,598.6890963195499,2010.5178427789697,0.03125,0.0546875,1935.2247532723954,128,Resistance-guided management
program_plus_resistance,United_Kingdom,adolescent_booster,732.124896510604,1779.188938739514,0.0,0.0,2249.646193231306,128,Adolescent booster
program_plus_resistance,United_Kingdom,current,736.5545309756607,1966.2163698603304,0.0,0.0,2210.844524362037,128,Current practice
program_plus_resistance,United_Kingdom,higher_child_coverage,797.3113173366984,1995.424377578026,0.0,0.0,2231.725860554623,128,Nominal coverage floor
program_plus_resistance,United_States,timeliness_only,0.7018326089961626,16.815677908484084,0.8984375,0.921875,339.8898360558196,128,Routine timeliness
program_plus_resistance,United_States,targeted_pep_high_risk,111.10701719956023,454.8509655516541,0.0,0.0,401.3076515516483,128,Targeted high-risk PEP
program_plus_resistance,United_States,maternal_immunization,115.8141547487209,448.6123162460733,0.1015625,0.1640625,412.814615799851,128,Infant-exposure reduction
program_plus_resistance,United_States,pregnancy_tdap_scaleup,120.0945879509384,398.57439755373434,0.0,0.0,431.80709091055144,128,Pregnancy Tdap scale-up
program_plus_resistance,United_States,cocooning_adjunct,128.11077236180236,480.6020259822001,0.0,0.0703125,427.0560860046886,128,Close-contact adult adjunct
program_plus_resistance,United_States,resistance_guided_treatment,185.22642379884297,627.8774060819526,0.0,0.0,476.8045595690811,128,Resistance-guided management
program_plus_resistance,United_States,current,189.85536639354234,629.3790321204485,0.0,0.0,484.7745692058521,128,Current practice
program_plus_resistance,United_States,adolescent_booster,190.11534642421168,629.9038326321445,0.0,0.0,484.9213390251925,128,Adolescent booster
program_plus_resistance,United_States,higher_child_coverage,218.82004657876624,726.9272027541303,0.0,0.0,506.25835466637034,128,Nominal coverage floor
